spi,method,signature,status,adapter,caller_evidence,deletion_gate
IItemGroupDAO,update,public EntityBean update(EntityBean eb),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:105:        FilterEntity result = service.update(1, ""Updated"", ""Updated desc"");; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:119:        FilterEntity result = service.update(1, ""Updated"", null);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:129:                () -> service.update(999, ""name"", ""desc""));; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:753:        // we statically update the hash map here, so it should not have to be; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:34:    public EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:29:    EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:23:    EntityBean update(EntityBean eb);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:17:    public EntityBean update(EntityBean eb);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,getValidOid,public String getValidOid(ItemGroupBean itemGroup; String crfName; String itemGroupLabel; ArrayList<String> oidList),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfDaoAdapter.java:175:    public String getValidOid(CRFBean crfBean, String crfName) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemDaoAdapter.java:68:    public String getValidOid(ItemBean itemBean, String crfName, String itemLabel, ArrayList<String> oidList) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/CrfVersionDaoAdapter.java:158:    public String getValidOid(CRFVersionBean crfVersion, String crfName, String crfVersionName) {; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:35:    String getValidOid(CRFBean crfBean, String crfName);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:40:    default String getValidOid(CrfBean crfBean, String crfName) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:50:    public String getValidOid(CRFVersionBean crfVersion, String crfName, String crfVersionName);; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:69:    default String getValidOid(CrfVersion crfVersion, String crfName, String crfVersionName) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:75:    default String getValidOid(StudySubject studySubject, ArrayList<String> oidList) { throw new UnsupportedOperationException(); }",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,create,public EntityBean create(EntityBean eb),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:118:        StudyBean result = (StudyBean) adapter.create(input);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:77:        FilterEntity result = service.create(""New"", ""new filter"", 100);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:94:        FilterEntity result = service.create(""New"", null, 100);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:133:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:196:                            // spell out criteria and create a bean if; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:214:                                newEventCrfBean = (EventCRFBean) eventCrfDAO.create(newEventCrfBean);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:258:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:419:        // create a second Validator, this one for hard edit checks",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findAll,public Collection findAll(),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:34:        when(filterRepository.findAll()).thenReturn(List.of(f1, f2));; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:45:        when(filterRepository.findAll()).thenReturn(List.of());; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:75:        ArrayList filters = (ArrayList) adapter.findAll();; app/src/test/java/org/researchedc/module/rule/service/RuleServiceTest.java:47:        when(ruleSetRepository.findAll()).thenReturn(List.of(rs1, rs2));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:20:        when(port.findAll()).thenReturn(List.of(dto));; app/src/test/java/org/researchedc/module/audit/service/DatabaseChangeLogServiceTest.java:27:        verify(port).findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:66:    public Collection<ItemDataBean> findAll();; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:68:    public Collection findAll(String strOrderByColumn, boolean blnAscendingSort, String strSearchPhrase);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findGroupsByItemID,public Collection findGroupsByItemID(int ID),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java:190:    public Collection findGroupsByItemID(int ID) {; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:841:            ArrayList<ItemGroupBean> igBean = (ArrayList<ItemGroupBean>) getItemGroupDao().findGroupsByItemID(; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:1310:            ArrayList<ItemGroupBean> igBean = (ArrayList<ItemGroupBean>) getItemGroupDao().findGroupsByItemID(,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findGroupByCRFVersionIDMap,public List<ItemGroupBean> findGroupByCRFVersionIDMap(int Id),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java:149:    public List<ItemGroupBean> findGroupByCRFVersionIDMap(int Id) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findByPK,public EntityBean findByPK(int ID),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:66:        StudyBean bean = (StudyBean) adapter.findByPK(7);; app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:89:        Object bean = adapter.findByPK(404);; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:48:        FilterBean bean = (FilterBean) adapter.findByPK(7);; app/src/test/java/org/researchedc/module/filter/internal/adapter/FilterDaoAdapterTest.java:64:        Object bean = adapter.findByPK(404);; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:35:    public EntityBean findByPK(int ID) {; app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapterTest.java:139:        when(studyDao.findByPK(11)).thenReturn(study);; app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapterTest.java:142:        when(subjectDao.findByPK(31)).thenReturn(subject);; app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditStudySubjectEventAdapterTest.java:146:        when(studyEventDefinitionDao.findByPK(61)).thenReturn(definition);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findByName,public EntityBean findByName(String name),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:17:    EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IStudyDAO.java:39:    EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IStudyEventDefinitionDAO.java:29:    EntityBean findByName(String name);; shared/src/main/java/org/researchedc/dao/spi/IItemDAO.java:63:    public EntityBean findByName(String name);; app/src/test/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapterTest.java:74:        when(itemGroupRepository.findByName(""Vitals"")); app/src/test/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapterTest.java:77:        ItemGroupBean bean = (ItemGroupBean) adapter.findByName(""Vitals"");; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:286:    public EntityBean findByName(String name) {; app/src/test/java/org/researchedc/module/event/internal/adapter/StudyEventDefinitionDaoAdapterTest.java:147:        when(studyEventDefinitionRepository.findByName(""Visit""))",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findAllByOid,public List<ItemGroupBean> findAllByOid(String oid),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:33:    ArrayList<CRFBean> findAllByOid(String oid);; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:56:    public ArrayList findAllByOid(String oid);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:166:                    ArrayList<CRFVersionBean> crfVersionBeans = crfVersionDAO.findAllByOid(formDataBean.getFormOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:291:                    ArrayList<CRFVersionBean> crfVersionBeans = crfVersionDAO.findAllByOid(formDataBean.getFormOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:361:                    ArrayList<CRFVersionBean> crfVersionBeans = crfVersionDAO.findAllByOid(formDataBean.getFormOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:467:                    ArrayList<CRFVersionBean> crfVersionBeans = crfVersionDAO.findAllByOid(formDataBean.getFormOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:1086:                                    ArrayList<CRFVersionBean> crfVersionBeans = crfVersionDAO.findAllByOid(formOid);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:1123:                                            List<ItemGroupBean> itemGroupBeans = itemGroupDAO.findAllByOid(itemGroupOID);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findByOid,public ItemGroupBean findByOid(String oid),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:193:        assertNull(adapter.findByOid(""MISSING""));; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:137:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:262:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:338:        StudyBean studyBean = studyDAO.findByOid(studyOID);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:424:        StudyBean studyBean = studyDAO.findByOid(odmContainer.getCrfDataPostImportContainer().getStudyOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:520:                                ItemGroupBean testBean = itemGroupDAO.findByOid(itemGroupDataBean.getItemGroupOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:538:                                    List<ItemBean> itemBeans = itemDAO.findByOid(importItemDataBean.getItemOID());; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:778:        List<ItemBean> items = itemDao.findByOid(importItem.getItemOID());",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemGroupDAO,findByOidAndCrf,public ItemGroupBean findByOidAndCrf(String oid; int crfId),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java:120:    public ItemGroupBean findByOidAndCrf(String oid, int crfId) {; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:1179:        ItemGroupBean itemGroup = getItemGroupDao().findByOidAndCrf(getItemGroupOidFromExpression(expression),",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
